codal;na;mg;P;k;Ca;Mn;Fe;Cu;Zn;Se;Iode;glucides;glus;energie;fibres;eau;lipides;ags;agp;LAom6;ALAom3;om3epa;om3dha;ret;bcar;vitd;vite;vitc;vitb1;vitb2;vitb5;vitb6;vitb12;vitb9;alcool;chol;Phytates;epadha;vita;vitb3_en;MFP;eq_thenoir;fer_nonhem;fer_hem;mg_dis;energie_d;qte_d;glus_slac;proteines_d;proteines_N_d
5001;2.73;6.95;10.20;36.60;2.53;0.0057;0.010;0.0016;0.0027;1.100;2.65;2.70;0.000;37.30;0.0000;92.700;0.000;0.0000;0.0000;0.0000;0.0000;0.00000;0.00000;0.00;0.00;0.000;0.000;0.000;0.0050;0.0280;0.0530;0.0500;0.0200;5.64;3.5700;0.00;0;0.00000;0.00;0.7930;0.00;0.00000;0.010;0.00000;0.00;0.00;0;0.0000;0.3705;0.3705
5002;6.80;9.00;18.40;64.20;4.30;0.0180;0.020;0.0090;0.0130;0.110;1.75;4.60;2.620;62.50;0.0000;88.800;0.000;0.0000;0.0000;0.0000;0.0000;0.00000;0.00000;0.00;0.00;0.000;0.000;0.000;0.0070;0.0300;0.0850;0.0450;0.0200;2.60;6.0000;0.00;0;0.00000;0.00;0.5375;0.00;0.00000;0.020;0.00000;0.00;0.00;0;2.6200;0.4845;0.4845
5003;3.50;3.50;4.80;118.00;7.30;0.0200;0.800;0.0030;0.0200;0.000;0.70;3.70;3.700;33.70;0.0000;93.200;0.000;0.0000;0.0000;0.0000;0.0000;0.00000;0.00000;0.00;0.00;0.000;0.000;10.600;0.0000;0.0000;0.0400;0.0100;0.0000;0.06;2.7000;0.00;0;0.00000;0.00;0.0060;0.00;0.00000;0.800;0.00000;0.00;0.00;0;3.5769;0.0000;0.0000
5004;2.07;0.36;9.95;18.90;0.38;0.0004;0.058;0.0010;0.0082;1.100;0.90;5.47;5.400;36.20;0.0000;92.300;0.000;0.0000;0.0000;0.0000;0.0000;0.00000;0.00000;0.00;0.00;0.000;0.000;0.080;0.0065;0.0360;0.0650;0.0220;0.0380;3.23;1.9500;0.00;0;0.00000;0.00;0.3313;0.00;0.00000;0.058;0.00000;0.00;0.00;0;5.2120;0.1520;0.1520
5006;4.12;2.92;3.00;95.80;3.24;0.0240;0.840;0.0033;0.0220;1.100;0.70;2.62;2.220;35.90;0.0000;93.900;0.000;0.0000;0.0000;0.0000;0.0000;0.00000;0.00000;0.00;0.00;0.000;0.000;14.100;0.0000;0.0000;0.0000;0.0000;0.0000;0.00;3.7200;0.00;0;0.00000;0.00;0.0000;0.00;0.00000;0.840;0.00000;0.00;0.00;0;2.0471;0.0000;0.0000
5007;4.95;3.35;3.00;93.20;8.45;0.0200;0.840;0.0030;0.0200;0.000;0.70;5.67;4.870;35.30;0.0000;92.100;0.000;0.0000;0.0000;0.0000;0.0000;0.00000;0.00000;0.00;0.00;0.000;0.000;14.100;0.0000;0.0000;0.0000;0.0000;0.0000;0.00;1.9000;0.00;0;0.00000;0.00;0.0000;0.00;0.00000;0.840;0.00000;0.00;0.00;0;4.5924;0.0000;0.0000
5010;1.92;9.84;25.00;48.80;5.89;0.0050;0.006;0.0040;0.0000;0.900;1.90;4.55;4.000;56.30;0.0000;90.800;0.025;0.0000;0.0000;0.0000;0.0000;0.00000;0.00000;0.00;0.00;0.000;0.000;0.000;0.0400;0.3000;1.0000;0.0500;0.0000;7.98;5.1300;0.00;0;0.00000;0.00;0.8627;0.00;0.00000;0.006;0.00000;0.00;0.00;0;4.0000;0.4560;0.4560
5011;3.70;7.90;21.50;41.60;4.90;0.0080;0.012;0.0060;0.0180;0.110;1.50;3.20;2.620;47.10;0.0000;91.300;0.000;0.0000;0.0000;0.0000;0.0000;0.00000;0.00000;0.00;0.00;0.000;0.000;0.000;0.0060;0.0190;0.1400;0.0450;0.0200;2.60;4.6000;0.00;0;0.00000;0.00;0.7167;0.00;0.00000;0.012;0.00000;0.00;0.00;0;2.6200;0.4845;0.4845
5020;5.35;3.40;3.00;95.80;8.95;0.0200;0.740;0.0030;0.0200;0.000;0.70;1.87;1.580;32.50;0.0000;94.200;0.000;0.0000;0.0000;0.0000;0.0000;0.00000;0.00000;0.00;0.00;0.000;0.000;14.100;0.0000;0.0000;0.0000;0.0000;0.0000;0.00;3.6400;0.00;0;0.00000;0.00;0.0000;0.00;0.00000;0.740;0.00000;0.00;0.00;0;1.4203;0.0000;0.0000
5030;2.51;5.53;3.70;29.30;5.73;0.0075;0.011;0.0031;0.0200;1.100;1.00;4.89;2.620;25.30;0.0000;94.000;0.025;0.0000;0.0000;0.0000;0.0000;0.00000;0.00000;0.00;0.00;0.000;0.000;0.000;0.0020;0.0110;0.0470;0.0400;0.0089;5.00;0.6200;0.00;0;0.00000;0.00;0.6894;0.00;0.00000;0.011;0.00000;0.00;0.00;0;2.4274;0.2945;0.2945
5100;3.00;4.00;4.00;30.00;6.00;0.0500;0.400;0.0000;0.1000;1.100;0.70;6.94;6.940;65.60;0.0000;87.600;0.000;0.0000;0.0000;0.0000;0.0000;0.00000;0.00000;0.00;0.00;0.000;0.000;0.000;0.0050;0.0140;0.2000;0.1000;0.0000;0.20;5.4100;0.00;0;0.00000;0.00;0.1000;0.00;0.00000;0.400;0.00000;0.00;0.00;0;6.3776;0.0000;0.0000
5200;1.70;5.72;13.50;75.30;5.64;0.1100;0.490;0.0078;0.0830;1.100;1.00;2.58;1.680;77.70;0.0000;87.500;0.000;0.0000;0.0000;0.0000;0.0000;0.00000;0.00000;0.00;0.00;0.000;0.000;0.000;0.0050;0.0130;0.0380;0.0320;0.0000;0.60;9.5900;0.00;0;0.00000;0.00;0.0940;0.00;0.00000;0.490;0.00000;0.00;0.00;0;1.3630;0.0665;0.0665
5201;1.41;5.28;7.00;57.00;9.16;0.0450;0.500;0.0010;0.0240;1.100;1.00;1.40;1.400;75.30;0.0000;88.400;0.000;0.0000;0.0000;0.0000;0.0000;0.00000;0.00000;0.00;0.00;0.000;0.000;0.000;0.0050;0.0100;0.0300;0.0170;0.0000;0.10;9.9000;0.00;0;0.00000;0.00;0.0700;0.00;0.00000;0.500;0.00000;0.00;0.00;0;1.3293;0.0950;0.0950
5203;0.84;7.55;14.00;130.00;6.41;0.0920;0.930;0.0100;0.1300;1.100;1.20;0.00;0.000;67.30;0.0000;90.100;0.000;0.0000;0.0000;0.0000;0.0000;0.00000;0.00000;0.00;0.00;0.000;0.000;0.000;0.0000;0.0200;0.0400;0.0200;0.0000;0.00;9.5000;0.00;0;0.00000;0.00;0.0900;0.00;0.00000;0.930;0.00000;0.00;0.00;0;0.0000;0.1900;0.1900
5204;1.01;6.93;23.00;127.00;5.43;0.1000;0.460;0.0077;0.0860;1.100;1.20;1.03;0.620;77.70;0.0000;88.100;0.000;0.0000;0.0000;0.0000;0.0000;0.00000;0.00000;0.00;1.00;0.000;0.000;0.000;0.0050;0.0310;0.0300;0.0570;0.0000;1.00;10.5000;0.00;0;0.00000;0.08;0.2200;0.00;0.00000;0.460;0.00000;0.00;0.00;0;0.4908;0.0713;0.0713
5205;1.20;6.93;16.50;114.00;6.04;0.0890;0.610;0.0110;0.1600;1.100;0.97;1.58;0.620;76.50;0.0000;88.100;0.000;0.0000;0.0000;0.0000;0.0000;0.00000;0.00000;0.00;1.00;0.000;0.000;0.000;0.0050;0.0260;0.1200;0.0360;0.0000;0.60;9.9800;0.00;0;0.00000;0.08;0.1600;0.00;0.00000;0.610;0.00000;0.00;0.00;0;0.4688;0.0808;0.0808
5206;4.00;7.00;6.00;75.00;12.00;0.1000;0.950;0.0350;0.0270;0.200;1.00;1.40;1.380;71.50;0.0000;88.900;0.000;0.0000;0.0000;0.0000;0.0000;0.00000;0.00000;0.00;0.00;0.000;0.000;0.000;0.0100;0.0700;0.0400;0.0230;0.0000;0.20;9.3000;0.00;0;0.00000;0.00;0.1000;0.00;0.00000;0.950;0.00000;0.00;0.00;0;1.2814;0.1900;0.1900
5207;1.93;7.97;7.00;22.80;7.15;0.0490;0.110;0.0062;0.0420;5.000;0.70;2.81;1.400;81.70;0.0000;86.800;0.000;0.0000;0.0000;0.0000;0.0000;0.00000;0.00000;0.00;0.00;0.000;0.000;0.000;0.0000;0.0100;0.0450;0.0200;0.0000;0.00;9.9000;0.00;0;0.00000;0.00;0.1000;0.00;0.00000;0.110;0.00000;0.00;0.00;0;1.3000;0.2850;0.2850
5208;3.10;8.95;13.00;110.00;6.36;0.0890;0.900;0.0100;0.1600;0.100;1.10;0.20;0.150;73.30;0.0000;89.100;0.000;0.0000;0.0000;0.0000;0.0000;0.00000;0.00000;0.00;0.00;0.000;0.000;0.000;0.0020;0.0260;0.1200;0.0300;0.0000;1.00;10.3000;0.00;0;0.00000;0.00;0.1000;0.00;0.00000;0.900;0.00000;0.00;0.00;0;0.0750;0.0950;0.0950
5210;3.20;7.90;14.00;97.00;7.00;0.1000;0.830;0.0100;0.1200;0.100;1.00;0.40;0.400;65.70;0.0000;90.600;0.000;0.0000;0.0000;0.0000;0.0000;0.00000;0.00000;0.00;0.00;0.000;0.000;0.000;0.0000;0.0200;0.0600;0.0300;0.0000;0.70;9.1000;0.00;0;0.00000;0.00;0.1000;0.00;0.00000;0.830;0.00000;0.00;0.00;0;0.3296;0.0950;0.0950
6100;58.00;23.00;200.00;279.00;12.00;0.0140;2.550;0.0850;6.2900;12.300;6.00;0.05;0.000;199.00;0.0000;62.300;10.700;4.7500;0.3800;0.1600;0.0370;0.00740;0.00018;7.00;0.00;0.100;0.580;0.000;0.0700;0.1500;0.2200;0.3500;1.8900;6.00;0.0000;45.00;0;0.00758;7.00;8.9860;100.00;0.00000;0.714;1.83600;0.00;199.00;100;0.0000;25.5000;25.5000
6101;60.00;24.30;196.00;330.00;10.00;0.0140;5.900;0.0940;10.5000;9.220;6.00;0.00;0.000;240.00;0.0000;55.700;12.400;5.7200;0.3300;0.3100;0.0150;0.00000;0.00000;2.00;0.00;0.300;0.250;0.000;0.1000;0.2100;0.6600;0.3400;1.8400;6.90;0.0000;75.00;0;0.00000;2.00;10.9019;100.00;0.00000;1.900;4.00020;0.00;240.00;100;0.0000;32.1000;32.1000
6110;56.00;22.00;209.00;336.00;20.00;0.0090;2.260;0.0810;3.9500;12.900;6.00;0.00;0.000;182.00;0.0000;64.300;8.170;3.3900;0.3300;0.1200;0.0300;0.00880;0.00130;0.00;0.00;0.200;0.440;0.000;0.0400;0.1300;0.3000;0.4800;1.1900;8.00;0.0000;60.00;0;0.01010;0.00;11.6753;100.00;0.00000;0.687;1.57296;0.00;182.00;100;0.0000;27.1000;27.1000
6200;63.70;28.90;196.00;371.00;7.07;0.0120;2.270;0.0760;5.4000;8.000;6.00;0.00;0.000;128.00;0.0000;69.100;1.950;0.9000;0.0550;0.0510;0.0032;0.00000;0.00000;2.00;0.00;0.300;0.250;0.000;0.1000;0.2100;0.6600;0.4600;2.7000;6.90;0.0000;91.30;0;0.00000;2.00;8.7463;100.00;0.00000;0.731;1.53906;0.00;128.00;100;0.0000;27.6000;27.6000
6210;70.40;32.00;203.00;369.00;10.10;0.0120;3.100;0.1000;5.4300;16.100;2.50;0.30;0.000;117.00;0.0000;72.500;3.160;0.6200;0.2900;0.0900;0.0230;0.00000;0.00000;0.00;0.00;0.000;0.200;0.000;0.1000;0.1200;1.8000;0.6600;1.3000;9.10;0.0000;18.10;0;0.00000;0.00;8.5940;100.00;0.00000;0.998;2.10180;0.00;117.00;100;0.0000;21.9000;21.9000
6220;68.00;23.00;240.00;320.00;11.00;0.0100;3.700;0.1000;6.0000;6.000;6.00;0.00;0.000;196.00;0.0000;60.800;8.500;3.5700;0.3400;0.2029;0.0330;0.00201;0.00100;0.00;0.00;0.000;0.300;0.000;0.0600;0.2600;0.4700;0.3300;2.0000;10.00;0.0000;70.00;0;0.00300;0.00;9.3182;100.00;0.00000;1.191;2.50860;0.00;196.00;100;0.0000;30.0000;30.0000
6230;60.00;22.20;171.00;330.00;10.00;0.0140;4.300;0.0940;9.7000;4.100;6.00;0.00;0.000;172.00;0.0000;59.400;4.050;2.7700;0.1100;0.0870;0.0140;0.00220;0.00390;2.00;0.00;0.300;0.510;0.000;0.0400;0.2100;0.5000;0.2400;1.2000;4.50;0.0000;75.00;0;0.00610;2.00;6.4666;100.00;0.00000;1.385;2.91540;0.00;172.00;100;0.0000;34.0000;34.0000
6250;37.80;22.00;184.00;353.00;7.00;0.0110;2.650;0.0820;4.5400;6.720;3.80;0.30;0.000;130.00;0.0000;74.000;4.590;1.6400;0.3000;0.1100;0.0240;0.00000;0.00000;4.00;0.00;0.250;0.200;0.000;0.0480;0.1700;0.6400;0.3400;2.1200;6.00;0.0000;57.30;0;0.00000;4.00;7.9115;100.00;0.00000;0.784;1.86560;0.00;130.00;100;0.0000;21.9000;21.9000
6251;65.00;22.00;180.00;347.00;7.00;0.0140;2.830;0.0960;6.4300;9.220;6.10;0.00;0.000;155.00;0.0000;68.900;5.850;2.6700;0.3100;0.1800;0.0360;0.00590;0.00150;3.00;0.00;0.000;0.120;0.000;0.0420;0.1800;0.6600;0.4100;2.4700;7.00;0.0000;88.00;0;0.00740;3.00;9.6795;100.00;0.00000;0.838;1.99232;0.00;155.00;100;0.0000;25.5000;25.5000
6253;68.00;22.00;202.00;333.00;13.00;0.0130;2.710;0.0900;6.3700;9.220;6.10;0.00;0.000;210.00;0.0000;61.400;11.800;4.6300;0.4200;0.3300;0.0450;0.00000;0.00000;3.00;0.00;0.000;0.120;0.000;0.0440;0.1800;0.6600;0.4000;2.5600;8.00;0.0000;88.00;0;0.00000;3.00;7.9550;100.00;0.00000;0.873;1.83738;0.00;210.00;100;0.0000;26.1000;26.1000
6255;84.30;29.50;198.00;318.00;15.00;0.0600;2.600;0.0780;4.9000;2.500;6.10;0.00;0.000;239.00;0.0000;59.100;16.100;7.0800;0.9600;0.7900;0.0530;0.00360;0.00100;3.00;0.00;0.000;0.120;0.000;0.0460;0.1800;0.6600;0.2900;2.3000;9.00;0.0000;76.30;0;0.00460;3.00;7.5038;100.00;0.00000;0.900;1.70040;0.00;239.00;100;0.0000;23.6000;23.6000
6257;75.00;20.00;115.00;304.00;24.00;0.0110;2.480;0.0800;4.3000;19.400;6.10;0.14;0.000;265.00;0.0000;56.700;19.200;8.1400;0.5200;0.2700;0.0730;0.00000;0.00000;3.00;0.00;0.000;0.120;0.000;0.0470;0.1800;0.6600;0.2700;3.3100;27.40;0.0000;76.40;0;0.00000;3.00;7.2027;100.00;0.00000;0.799;1.68144;0.00;265.00;100;0.0000;23.0000;23.0000
6511;100.00;22.50;196.00;305.00;29.00;0.0500;1.240;0.0500;6.1600;8.700;31.00;0.00;0.000;168.00;0.0000;67.900;7.510;2.7700;0.6500;0.5100;0.0150;0.00000;0.00048;68.00;15.00;0.250;0.490;0.500;0.1000;0.1100;0.4400;0.2700;2.6900;10.00;0.0000;89.50;0;0.00048;69.25;8.4364;100.00;0.00000;0.477;0.76260;0.00;168.00;100;0.0000;25.2000;25.2000
6520;58.90;29.50;196.00;330.00;10.80;0.0120;1.000;0.0670;3.1500;6.220;6.00;0.00;0.000;147.00;0.0000;65.000;2.500;0.8200;0.4600;0.3900;0.0088;0.00700;0.00150;2.00;0.00;0.300;0.110;0.000;0.2000;0.2100;0.3800;0.7200;2.0000;6.90;0.0000;75.00;0;0.00850;2.00;15.4700;100.00;0.00000;0.416;0.58400;0.00;147.00;100;0.0000;31.0000;31.0000
6531;93.00;25.00;212.00;325.00;19.00;0.0290;0.870;0.1100;3.0300;13.000;6.00;0.50;0.000;201.00;0.0000;62.900;11.700;4.1300;0.8100;0.5700;0.0600;0.00000;0.00000;0.00;0.00;0.000;0.440;0.000;0.0500;0.2800;1.2000;0.3400;1.2400;15.00;0.0000;103.00;0;0.00000;0.00;12.9856;100.00;0.00000;0.362;0.50808;0.00;201.00;100;0.0000;23.4000;23.4000
6550;79.00;27.00;223.00;372.00;7.00;0.0290;1.350;0.1100;2.3400;9.110;2.50;0.00;0.000;145.00;0.0000;66.500;3.960;2.3900;0.1800;0.1400;0.0066;0.02200;0.00570;0.00;0.00;1.300;0.290;0.000;0.0800;0.2800;1.0900;0.4700;1.0500;14.00;0.0000;26.20;0;0.02770;0.00;14.3592;100.00;0.00000;0.562;0.78840;0.00;145.00;100;0.0000;27.3000;27.3000
6570;93.00;28.00;239.00;342.00;29.00;0.0400;1.440;0.1530;6.0100;9.000;8.00;0.00;0.000;178.00;0.0000;59.300;4.310;1.3000;0.4500;0.2685;0.0437;0.00266;0.00132;0.00;0.00;1.500;0.450;0.000;0.0700;0.4000;1.1900;0.3800;1.6700;16.00;0.0000;145.00;0;0.00397;0.00;15.1570;100.00;0.00000;0.599;0.84096;0.00;178.00;100;0.0000;34.9000;34.9000
6902;39.80;28.10;214.00;333.00;4.80;0.0500;3.400;0.1600;3.1000;5.000;4.00;0.00;0.000;138.00;0.0000;68.600;2.850;2.4100;0.0780;0.0450;0.0310;0.00058;0.00038;18.00;0.00;0.250;1.150;0.500;0.1500;0.3600;0.4500;0.7000;4.0500;10.00;0.0000;83.60;0;0.00096;18.00;15.2636;100.00;0.00000;1.408;1.99240;0.00;138.00;100;0.0000;28.0000;28.0000
6999;100.00;28.00;240.00;374.00;14.10;0.0180;2.300;0.0770;4.2000;9.500;5.40;0.20;0.100;198.00;0.0000;62.300;10.700;4.3200;0.6310;0.3765;0.0612;0.00372;0.00185;0.30;0.00;0.000;0.190;0.000;0.2300;0.2400;0.6300;0.3600;1.8800;11.70;0.0000;74.30;0;0.00557;0.30;8.6525;99.50;0.00000;0.741;1.55940;0.00;198.00;100;0.1000;25.2000;25.2000
7001;730.00;27.90;113.00;164.00;20.00;0.5000;1.060;0.1100;0.5000;5.000;6.00;56.60;2.600;285.00;2.6900;28.100;1.940;0.2900;0.5500;0.2900;0.0320;0.00032;0.00032;0.00;0.00;0.000;0.120;2.500;0.0840;0.0600;0.3900;0.1200;0.0950;10.00;0.1700;0.08;70;0.00064;0.00;2.4644;0.00;0.00000;1.060;0.00000;0.00;285.00;100;1.9659;8.1225;8.9110
7004;848.00;29.10;122.00;238.00;78.30;0.6200;1.180;0.1100;0.6300;5.000;2.50;69.80;3.100;336.00;4.2000;13.200;1.160;0.5700;0.1900;0.3800;0.0190;0.00000;0.00000;1.00;0.00;0.250;0.280;0.250;0.1800;0.0580;0.2500;0.1400;0.0000;42.10;0.0000;0.00;180;0.00000;1.00;3.4739;0.00;0.00000;1.180;0.00000;0.00;336.00;100;3.0613;9.0820;9.9750
7012;499.00;21.30;124.00;128.00;37.00;0.6000;1.000;0.1200;0.6300;2.650;13.40;52.00;0.000;263.00;2.6000;37.200;2.000;0.4200;0.4600;0.4200;0.0460;0.00000;0.00000;0.00;5.00;0.000;0.500;0.000;0.1200;0.0670;0.5000;0.0530;0.0000;50.30;0.0000;0.00;70;0.00000;0.42;2.4824;0.00;0.00000;1.000;0.00000;0.00;263.00;100;0.0000;7.5050;8.2365
7100;681.00;27.70;83.00;164.00;21.30;0.5600;0.970;0.0860;0.5500;4.170;6.00;54.50;1.580;265.00;3.3200;31.000;0.930;0.0830;0.3300;0.3100;0.0240;0.00000;0.00000;0.00;2.00;0.000;0.390;0.000;0.1000;0.0450;0.4300;0.1500;0.1700;31.00;0.0000;0.37;70;0.00000;0.17;2.6068;0.00;0.00000;0.970;0.00000;0.00;265.00;100;1.5800;7.6285;8.3695
7110;398.00;56.00;187.00;315.00;31.90;1.3800;2.090;0.1700;1.1200;5.000;2.00;40.80;2.900;252.00;7.3000;34.100;3.700;0.7000;0.5000;0.4700;0.0240;0.00000;0.00000;0.00;5.00;0.000;0.300;0.000;0.1600;0.1100;0.6400;0.2100;0.1100;26.40;0.0000;0.60;350;0.00000;0.42;4.3450;0.00;0.00000;2.090;0.00000;0.00;252.00;100;2.5628;9.6900;10.6400
7125;530.00;29.60;169.00;179.00;22.80;0.5000;1.200;0.1900;0.5000;2.500;5.00;46.30;1.900;236.00;8.9000;36.000;1.240;0.2000;0.3700;0.3400;0.0370;0.00000;0.00000;0.00;25.00;0.000;0.050;0.400;0.1500;0.0800;0.4600;0.1200;0.1300;12.00;0.0000;0.00;400;0.00000;2.08;1.4966;0.00;0.00000;1.200;0.00000;0.00;236.00;100;1.3743;5.3010;5.8140
7126;407.00;33.60;101.00;190.00;28.70;0.8200;2.150;0.2100;1.1800;3.220;9.30;43.70;4.260;263.00;3.9000;37.000;5.000;2.1700;0.8300;0.7200;0.1100;0.00065;0.00000;0.00;0.00;0.000;0.660;0.250;0.2500;0.1100;0.4600;0.0400;0.0000;23.00;0.0000;0.00;400;0.00065;0.00;3.3139;0.00;0.00000;2.150;0.00000;0.00;263.00;100;0.0000;8.4740;9.2910
7160;578.00;21.30;113.00;129.00;42.00;0.5200;1.300;0.1200;0.7500;4.700;6.00;57.00;4.500;278.00;2.6800;26.900;1.180;0.3000;0.3900;0.3600;0.0270;0.00020;0.00020;0.00;0.00;0.000;0.270;0.600;0.0690;0.0450;0.4000;0.0670;0.0000;23.00;0.0000;0.00;70;0.00040;0.00;2.7044;0.00;0.00000;1.300;0.00000;0.00;278.00;100;3.4887;8.1225;8.9110
7200;495.00;26.80;86.00;153.00;115.00;0.5500;0.850;0.0990;0.5500;4.170;5.00;50.60;6.030;280.00;3.4200;32.000;4.350;1.5500;0.5100;0.4000;0.1100;0.00072;0.00000;0.00;25.00;0.000;0.050;0.000;0.1300;0.1000;0.4600;0.0500;0.0000;20.00;0.2000;3.20;70;0.00072;2.08;1.5078;0.00;0.00000;0.850;0.00000;0.00;280.00;100;5.8935;7.3178;8.0198
7225;525.00;21.50;122.00;163.00;42.50;0.4500;1.000;0.1600;0.7500;2.500;5.00;55.60;6.900;353.00;3.3000;20.300;9.380;3.9400;0.7000;0.6900;0.0160;0.00000;0.00000;24.00;63.00;0.100;0.370;0.044;0.1000;0.2200;0.5200;0.1100;1.7000;44.00;0.0000;42.40;180;0.00000;29.25;3.2582;0.00;0.00000;1.000;0.00000;0.00;353.00;100;4.8118;9.4295;10.3377
7255;610.00;58.40;148.00;249.00;39.90;0.8200;1.640;0.2100;1.0400;4.170;5.00;49.10;4.500;283.00;7.7000;28.200;3.900;0.3600;1.4700;1.1700;0.3000;0.00057;0.00000;1.00;25.00;0.250;0.400;0.250;0.1000;0.0600;0.3900;0.0250;0.7800;28.00;0.0000;0.25;70;0.00057;3.08;1.7045;0.00;0.00000;1.640;0.00000;0.00;283.00;100;3.3030;8.5025;9.3195
7300;589.00;43.20;153.00;250.00;23.40;0.6700;1.370;0.1400;0.7900;5.000;7.72;77.20;6.550;414.00;4.8600;0.300;6.530;2.8500;1.1100;0.9600;0.0960;0.00000;0.00048;53.00;25.00;0.350;0.770;0.000;0.2600;0.1200;0.5800;0.2300;0.0000;128.00;0.0000;0.00;180;0.00048;55.08;5.2979;0.00;0.00000;1.370;0.00000;0.00;414.00;100;6.5500;8.7780;9.5950
7310;18.10;22.50;121.00;161.00;23.50;0.7000;1.300;0.1800;7.0000;1.680;6.30;74.10;5.670;401.00;5.1600;3.670;5.880;2.6300;0.9500;0.8400;0.0380;0.00200;0.00500;0.00;25.00;0.000;4.700;0.000;0.6600;0.2200;0.5800;0.9400;0.0000;94.00;0.0000;0.02;180;0.00700;2.08;11.0301;0.00;0.00000;1.300;0.00000;0.00;401.00;100;5.6700;9.8800;10.8300
7330;597.00;57.00;233.00;233.00;39.50;1.1000;2.300;0.5000;1.5000;2.500;5.00;66.80;5.400;394.00;7.0800;5.100;7.220;2.5100;1.9000;1.6800;0.0470;0.00240;0.00500;0.00;25.00;0.000;0.660;0.000;0.1600;0.1200;0.5800;0.1600;0.0000;29.00;0.0000;0.00;180;0.00740;2.08;4.0197;0.00;0.00000;2.300;0.00000;0.00;394.00;100;4.9897;11.2100;12.2550
7340;492.00;115.00;260.00;350.00;40.60;2.0000;3.100;0.5000;1.9000;2.500;5.00;67.00;4.320;388.00;8.8400;4.200;6.170;2.6100;0.7300;0.6800;0.0480;0.00000;0.00008;0.00;25.00;0.000;0.680;0.000;0.1500;0.1300;0.7400;0.1400;0.0000;26.00;0.0000;0.00;350;0.00008;2.08;4.7463;0.00;0.00000;3.100;0.00000;0.00;388.00;100;4.1762;11.1150;12.1600
7400;616.00;40.50;115.00;175.00;29.30;0.7000;1.900;0.1800;1.4000;2.000;4.00;74.10;5.280;400.00;4.3400;3.520;6.160;2.4900;0.8900;0.8000;0.0330;0.00390;0.00560;0.00;25.00;0.000;0.680;0.000;0.2000;0.1100;0.1000;0.1600;0.0000;41.50;0.0000;0.00;180;0.00950;2.08;3.4780;0.00;0.00000;1.900;0.00000;0.00;400.00;100;4.8141;9.2720;10.1650
7411;100.00;25.00;100.00;200.00;50.00;0.7000;1.000;0.2000;0.7000;1.200;4.00;70.80;33.500;399.00;4.5000;7.200;10.300;2.9600;1.5000;1.3292;0.1139;0.00236;0.00357;0.00;20.00;0.000;3.620;2.000;0.3320;0.4000;0.1000;0.0600;0.0000;40.00;0.0000;0.50;180;0.00593;1.67;2.2640;0.00;0.00000;1.000;0.00000;0.00;399.00;100;32.9924;5.4935;6.0235
7425;501.00;66.00;194.00;300.00;30.00;0.7000;9.000;0.1800;1.5000;1.700;4.00;67.10;4.740;409.00;6.4700;3.000;8.650;1.8400;2.8700;2.1800;0.4400;0.00290;0.00500;0.00;0.00;0.000;1.500;0.000;0.2000;0.1500;0.1000;0.1000;0.0000;57.00;0.0000;0.00;180;0.00790;0.00;4.5166;0.00;0.00000;9.000;0.00000;0.00;409.00;100;4.7054;11.7800;12.9200
7430;832.00;56.30;188.00;252.00;40.10;0.6200;1.490;0.1300;0.7100;1.100;6.30;50.70;3.690;529.00;3.0800;3.050;31.600;7.3900;4.9500;4.8700;0.0390;0.00089;0.00026;0.00;0.00;0.000;0.680;0.000;0.2000;0.1100;0.5800;0.1600;0.0000;41.50;0.0000;0.00;180;0.00115;0.00;3.3655;0.00;0.00000;1.490;0.00000;0.00;529.00;100;2.3948;8.6737;9.5103
7500;728.00;55.50;196.00;270.00;72.80;1.2000;1.800;0.0500;1.5000;2.500;5.00;70.00;6.900;369.00;4.5000;7.290;3.770;0.9400;0.6200;0.5900;0.0300;0.00000;0.00000;0.00;25.00;0.000;0.200;0.000;0.2000;0.0900;0.7100;0.1200;0.0000;22.00;0.0000;0.00;180;0.00000;2.08;3.2507;0.00;0.00000;1.800;0.00000;0.00;369.00;100;6.5683;11.0200;12.0650
7601;544.00;20.00;98.00;115.00;50.10;0.4610;1.620;0.1080;0.6620;1.000;6.10;48.20;4.000;411.00;2.2000;19.800;21.200;10.2000;2.5600;1.8304;0.2754;0.01026;0.00904;21.00;70.00;1.500;1.180;0.100;0.2600;0.1800;0.8600;0.0600;0.2000;42.00;0.0000;50.60;70;0.01930;26.83;3.4208;0.00;0.00000;1.620;0.00000;0.00;411.00;100;3.6835;6.6061;7.2435
7615;501.00;14.60;69.00;143.00;31.00;0.3000;0.700;0.1500;0.5000;25.000;45.00;39.80;4.690;431.00;5.1000;20.300;25.800;11.9000;2.2000;1.8900;0.2300;0.00910;0.00940;28.00;73.00;0.250;1.700;0.040;0.0920;0.0840;0.4300;0.1700;0.0000;39.00;0.0000;25.20;70;0.01850;34.08;2.5176;0.00;0.00000;0.700;0.00000;0.00;431.00;100;4.2291;7.0559;7.7347
7620;471.00;18.80;66.00;146.00;49.00;0.4200;0.800;0.0930;0.6700;1.570;40.00;43.20;5.600;421.00;4.9000;19.900;23.300;16.9000;0.8000;0.6400;0.1300;0.00240;0.00160;197.00;97.00;0.730;0.840;0.200;0.1000;0.1000;0.4200;0.1700;0.1200;45.00;0.0000;77.40;70;0.00400;205.08;2.4858;0.00;0.00000;0.800;0.00000;0.00;421.00;100;4.8490;6.7774;7.4361
